inputs=128 keys=38 outputs=1 gates=241
iteration: 1; vars: 1650; clauses: 1183; decisions: 674
iteration: 2; vars: 2130; clauses: 2393; decisions: 1467
iteration: 3; vars: 2610; clauses: 1609; decisions: 2800
iteration: 4; vars: 3090; clauses: 2819; decisions: 3036
iteration: 5; vars: 3570; clauses: 4029; decisions: 3476
iteration: 6; vars: 4050; clauses: 2029; decisions: 4280
iteration: 7; vars: 4530; clauses: 3239; decisions: 4569
iteration: 8; vars: 5010; clauses: 4449; decisions: 5089
iteration: 9; vars: 5490; clauses: 2549; decisions: 5494
iteration: 10; vars: 5970; clauses: 3759; decisions: 5814
iteration: 11; vars: 6450; clauses: 4969; decisions: 6332
iteration: 12; vars: 6930; clauses: 3062; decisions: 6748
iteration: 13; vars: 7410; clauses: 4272; decisions: 6936
iteration: 14; vars: 7890; clauses: 5482; decisions: 7341
iteration: 15; vars: 8370; clauses: 3531; decisions: 7549
iteration: 16; vars: 8850; clauses: 4741; decisions: 7760
iteration: 17; vars: 9330; clauses: 5951; decisions: 8421
iteration: 18; vars: 9810; clauses: 7161; decisions: 8638
iteration: 19; vars: 10290; clauses: 4152; decisions: 9276
iteration: 20; vars: 10770; clauses: 5362; decisions: 9706
iteration: 21; vars: 11250; clauses: 6572; decisions: 9857
iteration: 22; vars: 11730; clauses: 7782; decisions: 10075
iteration: 23; vars: 12210; clauses: 4783; decisions: 10329
iteration: 24; vars: 12690; clauses: 5993; decisions: 10545
iteration: 25; vars: 13170; clauses: 7203; decisions: 10702
iteration: 26; vars: 13650; clauses: 8413; decisions: 10867
iteration: 27; vars: 14130; clauses: 9623; decisions: 11037
iteration: 28; vars: 14610; clauses: 5493; decisions: 11208
iteration: 29; vars: 15090; clauses: 6703; decisions: 11391
iteration: 30; vars: 15570; clauses: 7913; decisions: 11685
iteration: 31; vars: 16050; clauses: 9123; decisions: 11866
iteration: 32; vars: 16530; clauses: 10333; decisions: 12052
iteration: 33; vars: 17010; clauses: 6220; decisions: 12377
iteration: 34; vars: 17490; clauses: 7430; decisions: 12552
iteration: 35; vars: 17970; clauses: 8640; decisions: 12835
iteration: 36; vars: 18450; clauses: 9850; decisions: 13061
iteration: 37; vars: 18930; clauses: 11060; decisions: 13262
iteration: 38; vars: 19410; clauses: 12270; decisions: 13446
