inputs=128 keys=56 outputs=1 gates=295
iteration: 1; vars: 2010; clauses: 1705; decisions: 1419
iteration: 2; vars: 2598; clauses: 3311; decisions: 2605
iteration: 3; vars: 3186; clauses: 2209; decisions: 3707
iteration: 4; vars: 3774; clauses: 3815; decisions: 4708
iteration: 5; vars: 4362; clauses: 5421; decisions: 5091
iteration: 6; vars: 4950; clauses: 2827; decisions: 5487
iteration: 7; vars: 5538; clauses: 4433; decisions: 5904
iteration: 8; vars: 6126; clauses: 6039; decisions: 6532
iteration: 9; vars: 6714; clauses: 3620; decisions: 6931
iteration: 10; vars: 7302; clauses: 5226; decisions: 7297
iteration: 11; vars: 7890; clauses: 6832; decisions: 7623
iteration: 12; vars: 8478; clauses: 4323; decisions: 7856
iteration: 13; vars: 9066; clauses: 5929; decisions: 8183
iteration: 14; vars: 9654; clauses: 7535; decisions: 8423
iteration: 15; vars: 10242; clauses: 5096; decisions: 8844
iteration: 16; vars: 10830; clauses: 6702; decisions: 9172
iteration: 17; vars: 11418; clauses: 8308; decisions: 9389
iteration: 18; vars: 12006; clauses: 9914; decisions: 10105
iteration: 19; vars: 12594; clauses: 6096; decisions: 10328
iteration: 20; vars: 13182; clauses: 7702; decisions: 10607
iteration: 21; vars: 13770; clauses: 9308; decisions: 11040
iteration: 22; vars: 14358; clauses: 10914; decisions: 11294
iteration: 23; vars: 14946; clauses: 6938; decisions: 11657
iteration: 24; vars: 15534; clauses: 8544; decisions: 12048
iteration: 25; vars: 16122; clauses: 10150; decisions: 12394
iteration: 26; vars: 16710; clauses: 11756; decisions: 12671
iteration: 27; vars: 17298; clauses: 7811; decisions: 12865
iteration: 28; vars: 17886; clauses: 9417; decisions: 13266
iteration: 29; vars: 18474; clauses: 11023; decisions: 13522
iteration: 30; vars: 19062; clauses: 12629; decisions: 14231
iteration: 31; vars: 19650; clauses: 14235; decisions: 14431
iteration: 32; vars: 20238; clauses: 8965; decisions: 14855
iteration: 33; vars: 20826; clauses: 10571; decisions: 15068
iteration: 34; vars: 21414; clauses: 12177; decisions: 15329
iteration: 35; vars: 22002; clauses: 13783; decisions: 15603
iteration: 36; vars: 22590; clauses: 15389; decisions: 16085
iteration: 37; vars: 23178; clauses: 16995; decisions: 16312
iteration: 38; vars: 23766; clauses: 10204; decisions: 16516
iteration: 39; vars: 24354; clauses: 11810; decisions: 17054
iteration: 40; vars: 24942; clauses: 13416; decisions: 17330
iteration: 41; vars: 25530; clauses: 15022; decisions: 17553
iteration: 42; vars: 26118; clauses: 16628; decisions: 18139
iteration: 43; vars: 26706; clauses: 18234; decisions: 18379
iteration: 44; vars: 27294; clauses: 11687; decisions: 18590
iteration: 45; vars: 27882; clauses: 13293; decisions: 18868
iteration: 46; vars: 28470; clauses: 14899; decisions: 19092
