inputs=128 keys=67 outputs=1 gates=328
iteration: 1; vars: 2230; clauses: 2025; decisions: 2256
iteration: 2; vars: 2884; clauses: 3825; decisions: 4432
iteration: 3; vars: 3538; clauses: 2630; decisions: 5643
iteration: 4; vars: 4192; clauses: 4438; decisions: 6382
iteration: 5; vars: 4846; clauses: 3311; decisions: 7122
iteration: 6; vars: 5500; clauses: 5119; decisions: 7439
iteration: 7; vars: 6154; clauses: 6927; decisions: 7937
iteration: 8; vars: 6808; clauses: 4231; decisions: 8923
iteration: 9; vars: 7462; clauses: 6039; decisions: 9293
iteration: 10; vars: 8116; clauses: 7847; decisions: 9605
iteration: 11; vars: 8770; clauses: 5194; decisions: 9883
iteration: 12; vars: 9424; clauses: 7002; decisions: 10540
iteration: 13; vars: 10078; clauses: 8810; decisions: 11196
iteration: 14; vars: 10732; clauses: 6128; decisions: 11691
iteration: 15; vars: 11386; clauses: 7932; decisions: 11989
iteration: 16; vars: 12040; clauses: 9736; decisions: 12460
iteration: 17; vars: 12694; clauses: 11540; decisions: 12804
iteration: 18; vars: 13348; clauses: 7293; decisions: 13044
iteration: 19; vars: 14002; clauses: 9101; decisions: 13501
iteration: 20; vars: 14656; clauses: 10905; decisions: 14846
iteration: 21; vars: 15310; clauses: 12709; decisions: 15396
iteration: 22; vars: 15964; clauses: 8459; decisions: 15824
iteration: 23; vars: 16618; clauses: 10263; decisions: 16102
iteration: 24; vars: 17272; clauses: 12067; decisions: 17816
iteration: 25; vars: 17926; clauses: 13871; decisions: 18099
iteration: 26; vars: 18580; clauses: 9612; decisions: 18325
iteration: 27; vars: 19234; clauses: 11416; decisions: 19000
iteration: 28; vars: 19888; clauses: 13220; decisions: 19458
iteration: 29; vars: 20542; clauses: 15024; decisions: 19773
iteration: 30; vars: 21196; clauses: 16828; decisions: 20611
iteration: 31; vars: 21850; clauses: 11027; decisions: 20826
iteration: 32; vars: 22504; clauses: 12831; decisions: 21198
iteration: 33; vars: 23158; clauses: 14635; decisions: 21770
iteration: 34; vars: 23812; clauses: 16439; decisions: 22201
iteration: 35; vars: 24466; clauses: 18243; decisions: 22551
iteration: 36; vars: 25120; clauses: 12298; decisions: 23005
iteration: 37; vars: 25774; clauses: 14102; decisions: 23497
iteration: 38; vars: 26428; clauses: 15906; decisions: 24031
iteration: 39; vars: 27082; clauses: 17710; decisions: 24703
iteration: 40; vars: 27736; clauses: 19514; decisions: 25193
iteration: 41; vars: 28390; clauses: 21318; decisions: 25926
iteration: 42; vars: 29044; clauses: 13850; decisions: 26435
iteration: 43; vars: 29698; clauses: 15654; decisions: 26814
iteration: 44; vars: 30352; clauses: 17458; decisions: 27370
iteration: 45; vars: 31006; clauses: 19262; decisions: 27860
iteration: 46; vars: 31660; clauses: 21066; decisions: 28119
iteration: 47; vars: 32314; clauses: 22870; decisions: 28515
iteration: 48; vars: 32968; clauses: 15575; decisions: 28967
iteration: 49; vars: 33622; clauses: 17379; decisions: 29468
iteration: 50; vars: 34276; clauses: 19183; decisions: 30182
iteration: 51; vars: 34930; clauses: 20987; decisions: 30424
iteration: 52; vars: 35584; clauses: 22791; decisions: 31129
iteration: 53; vars: 36238; clauses: 24595; decisions: 31525
iteration: 54; vars: 36892; clauses: 26399; decisions: 31763
iteration: 55; vars: 37546; clauses: 17468; decisions: 32349
iteration: 56; vars: 38200; clauses: 19272; decisions: 32578
iteration: 57; vars: 38854; clauses: 21072; decisions: 32962
iteration: 58; vars: 39508; clauses: 22872; decisions: 33257
iteration: 59; vars: 40162; clauses: 24672; decisions: 33737
iteration: 60; vars: 40816; clauses: 26472; decisions: 34491
iteration: 61; vars: 41470; clauses: 28272; decisions: 34724
iteration: 62; vars: 42124; clauses: 30072; decisions: 35106
iteration: 63; vars: 42778; clauses: 19766; decisions: 35307
iteration: 64; vars: 43432; clauses: 21570; decisions: 35524
iteration: 65; vars: 44086; clauses: 23374; decisions: 36147
iteration: 66; vars: 44740; clauses: 25178; decisions: 36926
iteration: 67; vars: 45394; clauses: 26982; decisions: 37272
iteration: 68; vars: 46048; clauses: 28786; decisions: 37622
iteration: 69; vars: 46702; clauses: 30590; decisions: 37862
iteration: 70; vars: 47356; clauses: 32394; decisions: 38271
iteration: 71; vars: 48010; clauses: 34194; decisions: 39498
iteration: 72; vars: 48664; clauses: 22186; decisions: 39709
iteration: 73; vars: 49318; clauses: 23986; decisions: 40442
iteration: 74; vars: 49972; clauses: 25790; decisions: 40854
iteration: 75; vars: 50626; clauses: 27594; decisions: 41362
iteration: 76; vars: 51280; clauses: 29398; decisions: 41810
iteration: 77; vars: 51934; clauses: 31202; decisions: 42250
iteration: 78; vars: 52588; clauses: 33006; decisions: 42628
iteration: 79; vars: 53242; clauses: 34810; decisions: 42850
iteration: 80; vars: 53896; clauses: 36614; decisions: 43807
iteration: 81; vars: 54550; clauses: 38422; decisions: 44319
iteration: 82; vars: 55204; clauses: 25428; decisions: 44563
iteration: 83; vars: 55858; clauses: 27236; decisions: 44813
iteration: 84; vars: 56512; clauses: 29044; decisions: 45071
iteration: 85; vars: 57166; clauses: 30852; decisions: 45887
iteration: 86; vars: 57820; clauses: 32660; decisions: 46321
iteration: 87; vars: 58474; clauses: 34464; decisions: 46921
iteration: 88; vars: 59128; clauses: 36268; decisions: 47783
iteration: 89; vars: 59782; clauses: 38072; decisions: 48401
iteration: 90; vars: 60436; clauses: 39876; decisions: 48834
iteration: 91; vars: 61090; clauses: 41680; decisions: 49300
iteration: 92; vars: 61744; clauses: 43484; decisions: 49833
iteration: 93; vars: 62398; clauses: 28835; decisions: 50239
iteration: 94; vars: 63052; clauses: 30635; decisions: 51098
iteration: 95; vars: 63706; clauses: 32435; decisions: 51506
iteration: 96; vars: 64360; clauses: 34235; decisions: 51983
iteration: 97; vars: 65014; clauses: 36035; decisions: 52209
iteration: 98; vars: 65668; clauses: 37835; decisions: 52449
iteration: 99; vars: 66322; clauses: 39635; decisions: 53039
iteration: 100; vars: 66976; clauses: 41435; decisions: 55613
iteration: 101; vars: 67630; clauses: 43235; decisions: 56174
iteration: 102; vars: 68284; clauses: 45039; decisions: 56760
iteration: 103; vars: 68938; clauses: 46839; decisions: 57777
iteration: 104; vars: 69592; clauses: 48639; decisions: 57999
iteration: 105; vars: 70246; clauses: 50439; decisions: 58444
iteration: 106; vars: 70900; clauses: 32305; decisions: 58916
iteration: 107; vars: 71554; clauses: 34109; decisions: 59469
iteration: 108; vars: 72208; clauses: 35909; decisions: 59806
iteration: 109; vars: 72862; clauses: 37713; decisions: 60232
iteration: 110; vars: 73516; clauses: 39517; decisions: 60564
iteration: 111; vars: 74170; clauses: 41321; decisions: 60998
iteration: 112; vars: 74824; clauses: 43125; decisions: 61347
iteration: 113; vars: 75478; clauses: 44929; decisions: 61932
iteration: 114; vars: 76132; clauses: 46733; decisions: 63033
iteration: 115; vars: 76786; clauses: 48541; decisions: 63409
iteration: 116; vars: 77440; clauses: 50349; decisions: 63712
iteration: 117; vars: 78094; clauses: 52157; decisions: 64494
iteration: 118; vars: 78748; clauses: 53965; decisions: 64735
iteration: 119; vars: 79402; clauses: 55773; decisions: 64970
iteration: 120; vars: 80056; clauses: 36443; decisions: 65197
iteration: 121; vars: 80710; clauses: 38247; decisions: 65431
iteration: 122; vars: 81364; clauses: 40051; decisions: 65991
iteration: 123; vars: 82018; clauses: 41855; decisions: 66497
iteration: 124; vars: 82672; clauses: 43659; decisions: 66818
iteration: 125; vars: 83326; clauses: 45463; decisions: 67142
iteration: 126; vars: 83980; clauses: 47267; decisions: 67518
iteration: 127; vars: 84634; clauses: 49071; decisions: 68280
iteration: 128; vars: 85288; clauses: 50871; decisions: 68615
iteration: 129; vars: 85942; clauses: 52667; decisions: 68923
iteration: 130; vars: 86596; clauses: 54467; decisions: 69239
iteration: 131; vars: 87250; clauses: 56271; decisions: 69816
iteration: 132; vars: 87904; clauses: 58075; decisions: 70034
iteration: 133; vars: 88558; clauses: 59879; decisions: 70470
iteration: 134; vars: 89212; clauses: 61683; decisions: 70684
iteration: 135; vars: 89866; clauses: 63487; decisions: 70949
iteration: 136; vars: 90520; clauses: 40956; decisions: 71172
iteration: 137; vars: 91174; clauses: 42760; decisions: 71425
