inputs=128 keys=80 outputs=1 gates=367
iteration: 1; vars: 2490; clauses: 2340; decisions: 257
iteration: 2; vars: 3222; clauses: 4236; decisions: 830
iteration: 3; vars: 3954; clauses: 2923; decisions: 1065
iteration: 4; vars: 4686; clauses: 4887; decisions: 1321
iteration: 5; vars: 5418; clauses: 3808; decisions: 1552
iteration: 6; vars: 6150; clauses: 5772; decisions: 1821
iteration: 7; vars: 6882; clauses: 4654; decisions: 2063
iteration: 8; vars: 7614; clauses: 6618; decisions: 3495
iteration: 9; vars: 8346; clauses: 8582; decisions: 3808
iteration: 10; vars: 9078; clauses: 5880; decisions: 4418
iteration: 11; vars: 9810; clauses: 7836; decisions: 4706
iteration: 12; vars: 10542; clauses: 9792; decisions: 5516
iteration: 13; vars: 11274; clauses: 7036; decisions: 5992
iteration: 14; vars: 12006; clauses: 8988; decisions: 6864
iteration: 15; vars: 12738; clauses: 10932; decisions: 7468
iteration: 16; vars: 13470; clauses: 8160; decisions: 7732
iteration: 17; vars: 14202; clauses: 10104; decisions: 8060
iteration: 18; vars: 14934; clauses: 12048; decisions: 8396
iteration: 19; vars: 15666; clauses: 13992; decisions: 8872
iteration: 20; vars: 16398; clauses: 9555; decisions: 9178
iteration: 21; vars: 17130; clauses: 11499; decisions: 9450
iteration: 22; vars: 17862; clauses: 13443; decisions: 9957
iteration: 23; vars: 18594; clauses: 15387; decisions: 11275
iteration: 24; vars: 19326; clauses: 10984; decisions: 11528
iteration: 25; vars: 20058; clauses: 12920; decisions: 12795
iteration: 26; vars: 20790; clauses: 14844; decisions: 13038
iteration: 27; vars: 21522; clauses: 16768; decisions: 13344
iteration: 28; vars: 22254; clauses: 18692; decisions: 13580
iteration: 29; vars: 22986; clauses: 12623; decisions: 13822
iteration: 30; vars: 23718; clauses: 14551; decisions: 14196
iteration: 31; vars: 24450; clauses: 16479; decisions: 15384
iteration: 32; vars: 25182; clauses: 18407; decisions: 15893
iteration: 33; vars: 25914; clauses: 20335; decisions: 17084
iteration: 34; vars: 26646; clauses: 14111; decisions: 17345
iteration: 35; vars: 27378; clauses: 16039; decisions: 17634
iteration: 36; vars: 28110; clauses: 17967; decisions: 17896
iteration: 37; vars: 28842; clauses: 19895; decisions: 18165
iteration: 38; vars: 29574; clauses: 21823; decisions: 18436
iteration: 39; vars: 30306; clauses: 23755; decisions: 18697
iteration: 40; vars: 31038; clauses: 16108; decisions: 18973
iteration: 41; vars: 31770; clauses: 18040; decisions: 19516
iteration: 42; vars: 32502; clauses: 19972; decisions: 20434
iteration: 43; vars: 33234; clauses: 21900; decisions: 21303
iteration: 44; vars: 33966; clauses: 23824; decisions: 22033
iteration: 45; vars: 34698; clauses: 25744; decisions: 22520
iteration: 46; vars: 35430; clauses: 27664; decisions: 23382
iteration: 47; vars: 36162; clauses: 18303; decisions: 24363
iteration: 48; vars: 36894; clauses: 20219; decisions: 25115
iteration: 49; vars: 37626; clauses: 22135; decisions: 25851
iteration: 50; vars: 38358; clauses: 24055; decisions: 26337
iteration: 51; vars: 39090; clauses: 25975; decisions: 27115
iteration: 52; vars: 39822; clauses: 27895; decisions: 27422
iteration: 53; vars: 40554; clauses: 29815; decisions: 27708
iteration: 54; vars: 41286; clauses: 31735; decisions: 28081
iteration: 55; vars: 42018; clauses: 20822; decisions: 28368
iteration: 56; vars: 42750; clauses: 22742; decisions: 28776
iteration: 57; vars: 43482; clauses: 24662; decisions: 29063
iteration: 58; vars: 44214; clauses: 26582; decisions: 29797
iteration: 59; vars: 44946; clauses: 28510; decisions: 30062
iteration: 60; vars: 45678; clauses: 30438; decisions: 30658
iteration: 61; vars: 46410; clauses: 32366; decisions: 31045
iteration: 62; vars: 47142; clauses: 34294; decisions: 31812
iteration: 63; vars: 47874; clauses: 23463; decisions: 32222
iteration: 64; vars: 48606; clauses: 25391; decisions: 32551
iteration: 65; vars: 49338; clauses: 27319; decisions: 33140
iteration: 66; vars: 50070; clauses: 29247; decisions: 33743
iteration: 67; vars: 50802; clauses: 31175; decisions: 34079
iteration: 68; vars: 51534; clauses: 33103; decisions: 34846
iteration: 69; vars: 52266; clauses: 35031; decisions: 35528
iteration: 70; vars: 52998; clauses: 36963; decisions: 36120
iteration: 71; vars: 53730; clauses: 38895; decisions: 36577
iteration: 72; vars: 54462; clauses: 26151; decisions: 36845
iteration: 73; vars: 55194; clauses: 28087; decisions: 37380
iteration: 74; vars: 55926; clauses: 30019; decisions: 37753
iteration: 75; vars: 56658; clauses: 31951; decisions: 38119
iteration: 76; vars: 57390; clauses: 33883; decisions: 39023
iteration: 77; vars: 58122; clauses: 35815; decisions: 39851
iteration: 78; vars: 58854; clauses: 37739; decisions: 40336
iteration: 79; vars: 59586; clauses: 39663; decisions: 41055
iteration: 80; vars: 60318; clauses: 41591; decisions: 41455
iteration: 81; vars: 61050; clauses: 43519; decisions: 42085
iteration: 82; vars: 61782; clauses: 29794; decisions: 42353
iteration: 83; vars: 62514; clauses: 31734; decisions: 42632
iteration: 84; vars: 63246; clauses: 33674; decisions: 43368
iteration: 85; vars: 63978; clauses: 35622; decisions: 43779
iteration: 86; vars: 64710; clauses: 37566; decisions: 44097
iteration: 87; vars: 65442; clauses: 39510; decisions: 46097
iteration: 88; vars: 66174; clauses: 41458; decisions: 46639
iteration: 89; vars: 66906; clauses: 43406; decisions: 47201
iteration: 90; vars: 67638; clauses: 45350; decisions: 47684
iteration: 91; vars: 68370; clauses: 47294; decisions: 49456
iteration: 92; vars: 69102; clauses: 49238; decisions: 50140
iteration: 93; vars: 69834; clauses: 34081; decisions: 50826
iteration: 94; vars: 70566; clauses: 36025; decisions: 51757
iteration: 95; vars: 71298; clauses: 37969; decisions: 53161
iteration: 96; vars: 72030; clauses: 39913; decisions: 53466
iteration: 97; vars: 72762; clauses: 41857; decisions: 53983
iteration: 98; vars: 73494; clauses: 43797; decisions: 54655
iteration: 99; vars: 74226; clauses: 45745; decisions: 55195
iteration: 100; vars: 74958; clauses: 47685; decisions: 55642
iteration: 101; vars: 75690; clauses: 49621; decisions: 56125
iteration: 102; vars: 76422; clauses: 51549; decisions: 56661
iteration: 103; vars: 77154; clauses: 53477; decisions: 57276
iteration: 104; vars: 77886; clauses: 55409; decisions: 57677
iteration: 105; vars: 78618; clauses: 38084; decisions: 58168
iteration: 106; vars: 79350; clauses: 40016; decisions: 58824
iteration: 107; vars: 80082; clauses: 41948; decisions: 60299
iteration: 108; vars: 80814; clauses: 43872; decisions: 60612
iteration: 109; vars: 81546; clauses: 45796; decisions: 61043
iteration: 110; vars: 82278; clauses: 47720; decisions: 62109
iteration: 111; vars: 83010; clauses: 49644; decisions: 62546
iteration: 112; vars: 83742; clauses: 51568; decisions: 63217
iteration: 113; vars: 84474; clauses: 53492; decisions: 64055
iteration: 114; vars: 85206; clauses: 55416; decisions: 64796
iteration: 115; vars: 85938; clauses: 57340; decisions: 65199
iteration: 116; vars: 86670; clauses: 59272; decisions: 65492
iteration: 117; vars: 87402; clauses: 61204; decisions: 66671
iteration: 118; vars: 88134; clauses: 63136; decisions: 67028
iteration: 119; vars: 88866; clauses: 42808; decisions: 67332
iteration: 120; vars: 89598; clauses: 44740; decisions: 67621
iteration: 121; vars: 90330; clauses: 46672; decisions: 68746
iteration: 122; vars: 91062; clauses: 48584; decisions: 69017
iteration: 123; vars: 91794; clauses: 50500; decisions: 69287
iteration: 124; vars: 92526; clauses: 52416; decisions: 69554
iteration: 125; vars: 93258; clauses: 54332; decisions: 70348
iteration: 126; vars: 93990; clauses: 56248; decisions: 70977
iteration: 127; vars: 94722; clauses: 58164; decisions: 71314
iteration: 128; vars: 95454; clauses: 60080; decisions: 71705
iteration: 129; vars: 96186; clauses: 61996; decisions: 72020
iteration: 130; vars: 96918; clauses: 63912; decisions: 73471
iteration: 131; vars: 97650; clauses: 65832; decisions: 74313
