inputs=128 keys=74 outputs=1 gates=349
iteration: 1; vars: 2370; clauses: 2199; decisions: 245
iteration: 2; vars: 3066; clauses: 4047; decisions: 674
iteration: 3; vars: 3762; clauses: 2763; decisions: 937
iteration: 4; vars: 4458; clauses: 4655; decisions: 1193
iteration: 5; vars: 5154; clauses: 3607; decisions: 1451
iteration: 6; vars: 5850; clauses: 5499; decisions: 1761
iteration: 7; vars: 6546; clauses: 4446; decisions: 2201
iteration: 8; vars: 7242; clauses: 6338; decisions: 3036
iteration: 9; vars: 7938; clauses: 8230; decisions: 3292
iteration: 10; vars: 8634; clauses: 5464; decisions: 3530
iteration: 11; vars: 9330; clauses: 7356; decisions: 3778
iteration: 12; vars: 10026; clauses: 9248; decisions: 4449
iteration: 13; vars: 10722; clauses: 6552; decisions: 4707
iteration: 14; vars: 11418; clauses: 8444; decisions: 5100
iteration: 15; vars: 12114; clauses: 10336; decisions: 5778
iteration: 16; vars: 12810; clauses: 7637; decisions: 6080
iteration: 17; vars: 13506; clauses: 9529; decisions: 6530
iteration: 18; vars: 14202; clauses: 11417; decisions: 7018
iteration: 19; vars: 14898; clauses: 13305; decisions: 7595
iteration: 20; vars: 15594; clauses: 9091; decisions: 7860
iteration: 21; vars: 16290; clauses: 10979; decisions: 9051
iteration: 22; vars: 16986; clauses: 12859; decisions: 9687
iteration: 23; vars: 17682; clauses: 14731; decisions: 14210
iteration: 24; vars: 18378; clauses: 10590; decisions: 14725
iteration: 25; vars: 19074; clauses: 12466; decisions: 14993
iteration: 26; vars: 19770; clauses: 14342; decisions: 15860
iteration: 27; vars: 20466; clauses: 16218; decisions: 17167
iteration: 28; vars: 21162; clauses: 18098; decisions: 17427
iteration: 29; vars: 21858; clauses: 12150; decisions: 17684
iteration: 30; vars: 22554; clauses: 14034; decisions: 18521
iteration: 31; vars: 23250; clauses: 15918; decisions: 19268
iteration: 32; vars: 23946; clauses: 17802; decisions: 19504
iteration: 33; vars: 24642; clauses: 19686; decisions: 20243
iteration: 34; vars: 25338; clauses: 13699; decisions: 20707
iteration: 35; vars: 26034; clauses: 15579; decisions: 21162
iteration: 36; vars: 26730; clauses: 17459; decisions: 22032
iteration: 37; vars: 27426; clauses: 19343; decisions: 22286
iteration: 38; vars: 28122; clauses: 21227; decisions: 22721
iteration: 39; vars: 28818; clauses: 23107; decisions: 23017
iteration: 40; vars: 29514; clauses: 15615; decisions: 23347
iteration: 41; vars: 30210; clauses: 17495; decisions: 23661
iteration: 42; vars: 30906; clauses: 19375; decisions: 23997
iteration: 43; vars: 31602; clauses: 21255; decisions: 25026
iteration: 44; vars: 32298; clauses: 23127; decisions: 25330
iteration: 45; vars: 32994; clauses: 24999; decisions: 25717
iteration: 46; vars: 33690; clauses: 26871; decisions: 25972
iteration: 47; vars: 34386; clauses: 17596; decisions: 26216
iteration: 48; vars: 35082; clauses: 19468; decisions: 26638
iteration: 49; vars: 35778; clauses: 21336; decisions: 27183
iteration: 50; vars: 36474; clauses: 23204; decisions: 27421
iteration: 51; vars: 37170; clauses: 25072; decisions: 27802
iteration: 52; vars: 37866; clauses: 26940; decisions: 28410
iteration: 53; vars: 38562; clauses: 28808; decisions: 29001
iteration: 54; vars: 39258; clauses: 19825; decisions: 29253
iteration: 55; vars: 39954; clauses: 21693; decisions: 29627
iteration: 56; vars: 40650; clauses: 23561; decisions: 29999
iteration: 57; vars: 41346; clauses: 25429; decisions: 30264
iteration: 58; vars: 42042; clauses: 27297; decisions: 30527
iteration: 59; vars: 42738; clauses: 29165; decisions: 31810
iteration: 60; vars: 43434; clauses: 31033; decisions: 32149
iteration: 61; vars: 44130; clauses: 32901; decisions: 32589
iteration: 62; vars: 44826; clauses: 22416; decisions: 32848
iteration: 63; vars: 45522; clauses: 24284; decisions: 33374
iteration: 64; vars: 46218; clauses: 26152; decisions: 33650
iteration: 65; vars: 46914; clauses: 28020; decisions: 34597
iteration: 66; vars: 47610; clauses: 29888; decisions: 34846
iteration: 67; vars: 48306; clauses: 31756; decisions: 35089
iteration: 68; vars: 49002; clauses: 33624; decisions: 35486
iteration: 69; vars: 49698; clauses: 35492; decisions: 35894
iteration: 70; vars: 50394; clauses: 37360; decisions: 36322
iteration: 71; vars: 51090; clauses: 25022; decisions: 36575
iteration: 72; vars: 51786; clauses: 26890; decisions: 37056
iteration: 73; vars: 52482; clauses: 28758; decisions: 37624
iteration: 74; vars: 53178; clauses: 30626; decisions: 37903
iteration: 75; vars: 53874; clauses: 32494; decisions: 38412
iteration: 76; vars: 54570; clauses: 34362; decisions: 38697
iteration: 77; vars: 55266; clauses: 36230; decisions: 39350
iteration: 78; vars: 55962; clauses: 38094; decisions: 39811
iteration: 79; vars: 56658; clauses: 39958; decisions: 40774
iteration: 80; vars: 57354; clauses: 41818; decisions: 41070
iteration: 81; vars: 58050; clauses: 28316; decisions: 41302
iteration: 82; vars: 58746; clauses: 30176; decisions: 41557
iteration: 83; vars: 59442; clauses: 32036; decisions: 41817
iteration: 84; vars: 60138; clauses: 33896; decisions: 42159
iteration: 85; vars: 60834; clauses: 35756; decisions: 43001
iteration: 86; vars: 61530; clauses: 37616; decisions: 43593
iteration: 87; vars: 62226; clauses: 39476; decisions: 44326
iteration: 88; vars: 62922; clauses: 41340; decisions: 44646
iteration: 89; vars: 63618; clauses: 43204; decisions: 45116
iteration: 90; vars: 64314; clauses: 45068; decisions: 45495
iteration: 91; vars: 65010; clauses: 46932; decisions: 45832
iteration: 92; vars: 65706; clauses: 32108; decisions: 46226
iteration: 93; vars: 66402; clauses: 33972; decisions: 46894
iteration: 94; vars: 67098; clauses: 35836; decisions: 47443
iteration: 95; vars: 67794; clauses: 37700; decisions: 48667
iteration: 96; vars: 68490; clauses: 39568; decisions: 49510
iteration: 97; vars: 69186; clauses: 41436; decisions: 49772
iteration: 98; vars: 69882; clauses: 43304; decisions: 50224
iteration: 99; vars: 70578; clauses: 45172; decisions: 50503
iteration: 100; vars: 71274; clauses: 47040; decisions: 52675
iteration: 101; vars: 71970; clauses: 48908; decisions: 53113
iteration: 102; vars: 72666; clauses: 50772; decisions: 54724
iteration: 103; vars: 73362; clauses: 52632; decisions: 55299
iteration: 104; vars: 74058; clauses: 35816; decisions: 55938
iteration: 105; vars: 74754; clauses: 37676; decisions: 56575
iteration: 106; vars: 75450; clauses: 39536; decisions: 56937
iteration: 107; vars: 76146; clauses: 41396; decisions: 57255
iteration: 108; vars: 76842; clauses: 43256; decisions: 58177
iteration: 109; vars: 77538; clauses: 45128; decisions: 58584
iteration: 110; vars: 78234; clauses: 47004; decisions: 58996
iteration: 111; vars: 78930; clauses: 48880; decisions: 59254
iteration: 112; vars: 79626; clauses: 50756; decisions: 59516
iteration: 113; vars: 80322; clauses: 52632; decisions: 60734
iteration: 114; vars: 81018; clauses: 54500; decisions: 61185
iteration: 115; vars: 81714; clauses: 56368; decisions: 61474
iteration: 116; vars: 82410; clauses: 58236; decisions: 62545
iteration: 117; vars: 83106; clauses: 60104; decisions: 62809
iteration: 118; vars: 83802; clauses: 40189; decisions: 63174
iteration: 119; vars: 84498; clauses: 42057; decisions: 63472
iteration: 120; vars: 85194; clauses: 43925; decisions: 64671
iteration: 121; vars: 85890; clauses: 45785; decisions: 64894
iteration: 122; vars: 86586; clauses: 47645; decisions: 65152
iteration: 123; vars: 87282; clauses: 49505; decisions: 66541
iteration: 124; vars: 87978; clauses: 51357; decisions: 66797
iteration: 125; vars: 88674; clauses: 53209; decisions: 67052
iteration: 126; vars: 89370; clauses: 55061; decisions: 67339
iteration: 127; vars: 90066; clauses: 56913; decisions: 67635
iteration: 128; vars: 90762; clauses: 58765; decisions: 67945
iteration: 129; vars: 91458; clauses: 60617; decisions: 69630
iteration: 130; vars: 92154; clauses: 62481; decisions: 70942
iteration: 131; vars: 92850; clauses: 64357; decisions: 72083
iteration: 132; vars: 93546; clauses: 66233; decisions: 72646
iteration: 133; vars: 94242; clauses: 68109; decisions: 73454
iteration: 134; vars: 94938; clauses: 45258; decisions: 74370
iteration: 135; vars: 95634; clauses: 47126; decisions: 74646
iteration: 136; vars: 96330; clauses: 48994; decisions: 75006
iteration: 137; vars: 97026; clauses: 50862; decisions: 75432
iteration: 138; vars: 97722; clauses: 52730; decisions: 75689
iteration: 139; vars: 98418; clauses: 54598; decisions: 76899
iteration: 140; vars: 99114; clauses: 56466; decisions: 77290
iteration: 141; vars: 99810; clauses: 58334; decisions: 78200
iteration: 142; vars: 100506; clauses: 60202; decisions: 78885
iteration: 143; vars: 101202; clauses: 62074; decisions: 79640
iteration: 144; vars: 101898; clauses: 63950; decisions: 83102
iteration: 145; vars: 102594; clauses: 65822; decisions: 83614
iteration: 146; vars: 103290; clauses: 67694; decisions: 84609
iteration: 147; vars: 103986; clauses: 69566; decisions: 85019
iteration: 148; vars: 104682; clauses: 71438; decisions: 85322
iteration: 149; vars: 105378; clauses: 73322; decisions: 85682
iteration: 150; vars: 106074; clauses: 75206; decisions: 86050
iteration: 151; vars: 106770; clauses: 50456; decisions: 87000
iteration: 152; vars: 107466; clauses: 52340; decisions: 87255
iteration: 153; vars: 108162; clauses: 54224; decisions: 87765
iteration: 154; vars: 108858; clauses: 56096; decisions: 88244
iteration: 155; vars: 109554; clauses: 57968; decisions: 88579
iteration: 156; vars: 110250; clauses: 59840; decisions: 88915
iteration: 157; vars: 110946; clauses: 61712; decisions: 89604
iteration: 158; vars: 111642; clauses: 63584; decisions: 90362
iteration: 159; vars: 112338; clauses: 65456; decisions: 90621
iteration: 160; vars: 113034; clauses: 67328; decisions: 92952
iteration: 161; vars: 113730; clauses: 69204; decisions: 93202
iteration: 162; vars: 114426; clauses: 71080; decisions: 93938
iteration: 163; vars: 115122; clauses: 72956; decisions: 94309
iteration: 164; vars: 115818; clauses: 74832; decisions: 95657
iteration: 165; vars: 116514; clauses: 76712; decisions: 95908
iteration: 166; vars: 117210; clauses: 78592; decisions: 96303
iteration: 167; vars: 117906; clauses: 80472; decisions: 97755
iteration: 168; vars: 118602; clauses: 82352; decisions: 98150
iteration: 169; vars: 119298; clauses: 56992; decisions: 98396
iteration: 170; vars: 119994; clauses: 58872; decisions: 98630
iteration: 171; vars: 120690; clauses: 60752; decisions: 98859
iteration: 172; vars: 121386; clauses: 62632; decisions: 99187
iteration: 173; vars: 122082; clauses: 64508; decisions: 99898
iteration: 174; vars: 122778; clauses: 66380; decisions: 100331
iteration: 175; vars: 123474; clauses: 68252; decisions: 100751
iteration: 176; vars: 124170; clauses: 70124; decisions: 101190
iteration: 177; vars: 124866; clauses: 71996; decisions: 101577
iteration: 178; vars: 125562; clauses: 73868; decisions: 101831
iteration: 179; vars: 126258; clauses: 75740; decisions: 102259
iteration: 180; vars: 126954; clauses: 77612; decisions: 102734
iteration: 181; vars: 127650; clauses: 79484; decisions: 102985
iteration: 182; vars: 128346; clauses: 81352; decisions: 103248
iteration: 183; vars: 129042; clauses: 83220; decisions: 105534
iteration: 184; vars: 129738; clauses: 85104; decisions: 107702
iteration: 185; vars: 130434; clauses: 86988; decisions: 108370
iteration: 186; vars: 131130; clauses: 88872; decisions: 108625
iteration: 187; vars: 131826; clauses: 90756; decisions: 108890
iteration: 188; vars: 132522; clauses: 92640; decisions: 110308
iteration: 189; vars: 133218; clauses: 64216; decisions: 110527
iteration: 190; vars: 133914; clauses: 66096; decisions: 110904
iteration: 191; vars: 134610; clauses: 67976; decisions: 111703
iteration: 192; vars: 135306; clauses: 69852; decisions: 112771
iteration: 193; vars: 136002; clauses: 71728; decisions: 113016
iteration: 194; vars: 136698; clauses: 73604; decisions: 113352
iteration: 195; vars: 137394; clauses: 75480; decisions: 114801
iteration: 196; vars: 138090; clauses: 77356; decisions: 115244
iteration: 197; vars: 138786; clauses: 79232; decisions: 115485
iteration: 198; vars: 139482; clauses: 81108; decisions: 115956
iteration: 199; vars: 140178; clauses: 82984; decisions: 117191
iteration: 200; vars: 140874; clauses: 84860; decisions: 118985
iteration: 201; vars: 141570; clauses: 86732; decisions: 119236
iteration: 202; vars: 142266; clauses: 88604; decisions: 119670
iteration: 203; vars: 142962; clauses: 90476; decisions: 119924
iteration: 204; vars: 143658; clauses: 92348; decisions: 120394
iteration: 205; vars: 144354; clauses: 94220; decisions: 120814
iteration: 206; vars: 145050; clauses: 96092; decisions: 121642
iteration: 207; vars: 145746; clauses: 97964; decisions: 122307
iteration: 208; vars: 146442; clauses: 99836; decisions: 122920
iteration: 209; vars: 147138; clauses: 101708; decisions: 123174
iteration: 210; vars: 147834; clauses: 103580; decisions: 123520
iteration: 211; vars: 148530; clauses: 105452; decisions: 123781
iteration: 212; vars: 149226; clauses: 107324; decisions: 125099
iteration: 213; vars: 149922; clauses: 72630; decisions: 125400
iteration: 214; vars: 150618; clauses: 74510; decisions: 126137
iteration: 215; vars: 151314; clauses: 76390; decisions: 126377
iteration: 216; vars: 152010; clauses: 78270; decisions: 126837
iteration: 217; vars: 152706; clauses: 80146; decisions: 127399
iteration: 218; vars: 153402; clauses: 82026; decisions: 127909
iteration: 219; vars: 154098; clauses: 83906; decisions: 128209
iteration: 220; vars: 154794; clauses: 85786; decisions: 129452
iteration: 221; vars: 155490; clauses: 87666; decisions: 130873
iteration: 222; vars: 156186; clauses: 89546; decisions: 131112
iteration: 223; vars: 156882; clauses: 91426; decisions: 131519
iteration: 224; vars: 157578; clauses: 93306; decisions: 131836
iteration: 225; vars: 158274; clauses: 95186; decisions: 132216
iteration: 226; vars: 158970; clauses: 97066; decisions: 133049
iteration: 227; vars: 159666; clauses: 98946; decisions: 133324
iteration: 228; vars: 160362; clauses: 100826; decisions: 134816
iteration: 229; vars: 161058; clauses: 102706; decisions: 135137
iteration: 230; vars: 161754; clauses: 104586; decisions: 135574
iteration: 231; vars: 162450; clauses: 106466; decisions: 136005
iteration: 232; vars: 163146; clauses: 108354; decisions: 136475
iteration: 233; vars: 163842; clauses: 110242; decisions: 137332
iteration: 234; vars: 164538; clauses: 112126; decisions: 137838
iteration: 235; vars: 165234; clauses: 114002; decisions: 138082
iteration: 236; vars: 165930; clauses: 115878; decisions: 138514
iteration: 237; vars: 166626; clauses: 117758; decisions: 139786
iteration: 238; vars: 167322; clauses: 119638; decisions: 140283
iteration: 239; vars: 168018; clauses: 81787; decisions: 140654
iteration: 240; vars: 168714; clauses: 83667; decisions: 142374
iteration: 241; vars: 169410; clauses: 85543; decisions: 143747
iteration: 242; vars: 170106; clauses: 87415; decisions: 144170
iteration: 243; vars: 170802; clauses: 89287; decisions: 144420
iteration: 244; vars: 171498; clauses: 91159; decisions: 145162
iteration: 245; vars: 172194; clauses: 93031; decisions: 145422
iteration: 246; vars: 172890; clauses: 94903; decisions: 145772
iteration: 247; vars: 173586; clauses: 96775; decisions: 146340
iteration: 248; vars: 174282; clauses: 98647; decisions: 147526
iteration: 249; vars: 174978; clauses: 100519; decisions: 148893
iteration: 250; vars: 175674; clauses: 102387; decisions: 149186
iteration: 251; vars: 176370; clauses: 104255; decisions: 150151
iteration: 252; vars: 177066; clauses: 106123; decisions: 150488
iteration: 253; vars: 177762; clauses: 107991; decisions: 150823
iteration: 254; vars: 178458; clauses: 109859; decisions: 151250
iteration: 255; vars: 179154; clauses: 111727; decisions: 153026
iteration: 256; vars: 179850; clauses: 113599; decisions: 153592
iteration: 257; vars: 180546; clauses: 115471; decisions: 153820
iteration: 258; vars: 181242; clauses: 117343; decisions: 154862
iteration: 259; vars: 181938; clauses: 119215; decisions: 155631
iteration: 260; vars: 182634; clauses: 121087; decisions: 155997
iteration: 261; vars: 183330; clauses: 122959; decisions: 156234
iteration: 262; vars: 184026; clauses: 124831; decisions: 156840
iteration: 263; vars: 184722; clauses: 126703; decisions: 157417
iteration: 264; vars: 185418; clauses: 128575; decisions: 157656
iteration: 265; vars: 186114; clauses: 130447; decisions: 158221
iteration: 266; vars: 186810; clauses: 132319; decisions: 158739
iteration: 267; vars: 187506; clauses: 134191; decisions: 159238
iteration: 268; vars: 188202; clauses: 91697; decisions: 159532
iteration: 269; vars: 188898; clauses: 93569; decisions: 159835
iteration: 270; vars: 189594; clauses: 95441; decisions: 160134
iteration: 271; vars: 190290; clauses: 97313; decisions: 160780
iteration: 272; vars: 190986; clauses: 99185; decisions: 161043
iteration: 273; vars: 191682; clauses: 101057; decisions: 161283
iteration: 274; vars: 192378; clauses: 102929; decisions: 161905
iteration: 275; vars: 193074; clauses: 104797; decisions: 162268
iteration: 276; vars: 193770; clauses: 106669; decisions: 162502
iteration: 277; vars: 194466; clauses: 108541; decisions: 162824
iteration: 278; vars: 195162; clauses: 110421; decisions: 163307
iteration: 279; vars: 195858; clauses: 112301; decisions: 163881
iteration: 280; vars: 196554; clauses: 114177; decisions: 164132
iteration: 281; vars: 197250; clauses: 116053; decisions: 164535
iteration: 282; vars: 197946; clauses: 117929; decisions: 165984
iteration: 283; vars: 198642; clauses: 119801; decisions: 169233
iteration: 284; vars: 199338; clauses: 121669; decisions: 169474
iteration: 285; vars: 200034; clauses: 123537; decisions: 169719
iteration: 286; vars: 200730; clauses: 125401; decisions: 170447
iteration: 287; vars: 201426; clauses: 127265; decisions: 170773
iteration: 288; vars: 202122; clauses: 129133; decisions: 173202
iteration: 289; vars: 202818; clauses: 131005; decisions: 176717
iteration: 290; vars: 203514; clauses: 132873; decisions: 176990
iteration: 291; vars: 204210; clauses: 134741; decisions: 177940
iteration: 292; vars: 204906; clauses: 136609; decisions: 178359
iteration: 293; vars: 205602; clauses: 138477; decisions: 178591
iteration: 294; vars: 206298; clauses: 140345; decisions: 179006
iteration: 295; vars: 206994; clauses: 142213; decisions: 181756
iteration: 296; vars: 207690; clauses: 144081; decisions: 182036
iteration: 297; vars: 208386; clauses: 145949; decisions: 183153
iteration: 298; vars: 209082; clauses: 147825; decisions: 183676
iteration: 299; vars: 209778; clauses: 149697; decisions: 184196
iteration: 300; vars: 210474; clauses: 103324; decisions: 184469
iteration: 301; vars: 211170; clauses: 105196; decisions: 184762
iteration: 302; vars: 211866; clauses: 107068; decisions: 185107
iteration: 303; vars: 212562; clauses: 108936; decisions: 186488
iteration: 304; vars: 213258; clauses: 110804; decisions: 186723
iteration: 305; vars: 213954; clauses: 112672; decisions: 186957
iteration: 306; vars: 214650; clauses: 114540; decisions: 187581
iteration: 307; vars: 215346; clauses: 116408; decisions: 187850
iteration: 308; vars: 216042; clauses: 118284; decisions: 188117
iteration: 309; vars: 216738; clauses: 120160; decisions: 189382
iteration: 310; vars: 217434; clauses: 122032; decisions: 189889
iteration: 311; vars: 218130; clauses: 123904; decisions: 190203
iteration: 312; vars: 218826; clauses: 125776; decisions: 190445
iteration: 313; vars: 219522; clauses: 127648; decisions: 190847
iteration: 314; vars: 220218; clauses: 129516; decisions: 191136
iteration: 315; vars: 220914; clauses: 131384; decisions: 191960
iteration: 316; vars: 221610; clauses: 133248; decisions: 192344
iteration: 317; vars: 222306; clauses: 135112; decisions: 192728
iteration: 318; vars: 223002; clauses: 136980; decisions: 195563
iteration: 319; vars: 223698; clauses: 138844; decisions: 195794
iteration: 320; vars: 224394; clauses: 140708; decisions: 196024
iteration: 321; vars: 225090; clauses: 142572; decisions: 196277
iteration: 322; vars: 225786; clauses: 144436; decisions: 196509
iteration: 323; vars: 226482; clauses: 146300; decisions: 197779
iteration: 324; vars: 227178; clauses: 148164; decisions: 198110
iteration: 325; vars: 227874; clauses: 150024; decisions: 198865
iteration: 326; vars: 228570; clauses: 151888; decisions: 200099
iteration: 327; vars: 229266; clauses: 153756; decisions: 200353
iteration: 328; vars: 229962; clauses: 155624; decisions: 200826
iteration: 329; vars: 230658; clauses: 157492; decisions: 202239
iteration: 330; vars: 231354; clauses: 159364; decisions: 202494
iteration: 331; vars: 232050; clauses: 161236; decisions: 206445
iteration: 332; vars: 232746; clauses: 163104; decisions: 206800
iteration: 333; vars: 233442; clauses: 164972; decisions: 207050
iteration: 334; vars: 234138; clauses: 166840; decisions: 207594
iteration: 335; vars: 234834; clauses: 168708; decisions: 207924
iteration: 336; vars: 235530; clauses: 170584; decisions: 208249
iteration: 337; vars: 236226; clauses: 115903; decisions: 208485
iteration: 338; vars: 236922; clauses: 117775; decisions: 208728
iteration: 339; vars: 237618; clauses: 119647; decisions: 209496
iteration: 340; vars: 238314; clauses: 121519; decisions: 210392
iteration: 341; vars: 239010; clauses: 123391; decisions: 210650
iteration: 342; vars: 239706; clauses: 125267; decisions: 211169
iteration: 343; vars: 240402; clauses: 127143; decisions: 211558
iteration: 344; vars: 241098; clauses: 129023; decisions: 212026
iteration: 345; vars: 241794; clauses: 130903; decisions: 214118
iteration: 346; vars: 242490; clauses: 132783; decisions: 214483
iteration: 347; vars: 243186; clauses: 134663; decisions: 214779
iteration: 348; vars: 243882; clauses: 136539; decisions: 215158
iteration: 349; vars: 244578; clauses: 138415; decisions: 215736
iteration: 350; vars: 245274; clauses: 140287; decisions: 216175
iteration: 351; vars: 245970; clauses: 142147; decisions: 217511
iteration: 352; vars: 246666; clauses: 144019; decisions: 217805
iteration: 353; vars: 247362; clauses: 145891; decisions: 218149
iteration: 354; vars: 248058; clauses: 147763; decisions: 218554
iteration: 355; vars: 248754; clauses: 149635; decisions: 219342
iteration: 356; vars: 249450; clauses: 151511; decisions: 219699
iteration: 357; vars: 250146; clauses: 153387; decisions: 220637
iteration: 358; vars: 250842; clauses: 155263; decisions: 220959
iteration: 359; vars: 251538; clauses: 157139; decisions: 221285
iteration: 360; vars: 252234; clauses: 159015; decisions: 221716
iteration: 361; vars: 252930; clauses: 160891; decisions: 224576
iteration: 362; vars: 253626; clauses: 162767; decisions: 224825
iteration: 363; vars: 254322; clauses: 164643; decisions: 225405
iteration: 364; vars: 255018; clauses: 166507; decisions: 226418
iteration: 365; vars: 255714; clauses: 168375; decisions: 227010
iteration: 366; vars: 256410; clauses: 170243; decisions: 227284
iteration: 367; vars: 257106; clauses: 172111; decisions: 227639
iteration: 368; vars: 257802; clauses: 173983; decisions: 228477
iteration: 369; vars: 258498; clauses: 175855; decisions: 228728
iteration: 370; vars: 259194; clauses: 177727; decisions: 229536
iteration: 371; vars: 259890; clauses: 179595; decisions: 230520
iteration: 372; vars: 260586; clauses: 181467; decisions: 231159
iteration: 373; vars: 261282; clauses: 183343; decisions: 231602
iteration: 374; vars: 261978; clauses: 185219; decisions: 231996
iteration: 375; vars: 262674; clauses: 187095; decisions: 232407
iteration: 376; vars: 263370; clauses: 188971; decisions: 234830
iteration: 377; vars: 264066; clauses: 190843; decisions: 236372
iteration: 378; vars: 264762; clauses: 130036; decisions: 237502
iteration: 379; vars: 265458; clauses: 131912; decisions: 237961
iteration: 380; vars: 266154; clauses: 133788; decisions: 238203
iteration: 381; vars: 266850; clauses: 135660; decisions: 239055
